BiGG	SEED
ADtr	rxn10936
EX_ad_e	rxn10936
AEPPYRTA	rxn02900
AEPabcpp	rxn30453
AFE	rxn10695
AGAIAGT	rxn10430
AGAID	rxn10431
AGDC	rxn01484
AGDI	rxn01029
AGDI_1	rxn01029
AGDIn	rxn01029
AGMDA	rxn01029
AGPR	rxn02465
AGPR_h	rxn02465
AGPRim	rxn02465
AGM3PA	rxn08073
AGM3PApp	rxn08073
AGM3Pt2pp	rxn08075
AGMH	rxn08080
AGMHE	rxn03511
AGMT	rxn00858
AGMTm	rxn00858
AGMt2pp	rxn08081
AGMt_m	rxn08082
AGMtex	rxn08082
AGRMte	rxn08082
EX_agm_e	rxn08082
AGPATCOA1819Z160	rxn34862
AGPOP	rxn01354
AGPOPm	rxn01354
AGTi	rxn00272
AGTim	rxn00272
AGTix	rxn00272
AGt3	rxn08091
AHCYSt_c	rxn09785
AHCYSte	rxn09785
AHCYStg	rxn09785
AHCYStm	rxn09785
AHCYStn	rxn09785
AHCYStr	rxn09785
EX_ahcys_e	rxn09785
SK_ahcys_c	rxn09785
AHXDH	rxn00044
AICART	rxn03137
AICART2	rxn04784
AIRC3	rxn05115
AKACAL	rxn10433
AKGCAL	rxn10434
AKGCITtm	rxn34482
AKGDH	rxn08094
AKGDm	rxn08094
AKGICITtm	rxn34483
r1148	rxn34483
AKGMAL	rxn09699
AKGMALth	rxn09699
AKGMALtm	rxn09699
AKG_na_th	rxn34192
AKG_na_tm	rxn34192
r0879	rxn34192
AKGt2n	rxn05493
AKGt2r	rxn05493
AKGt2rpp	rxn05493
AKGt	rxn08096
AKGtc	rxn08096
AKGtex	rxn08096
AKGtm	rxn08096
AKGtp	rxn08096
EX_akg_e	rxn08096
SK_akg_c	rxn08096
AKPCAL	rxn10435
AKR1C42	rxn03295
AKSCAL	rxn10436
AKSDC	rxn10437
ALAALAD	rxn07466
ALAALAD_1	rxn07466
DAAOP	rxn07466
ALAALAabcpp	rxn08098
ALAALAr	rxn00851
ALAALAtex	rxn08099
EX_alaala_e	rxn08099
ALABth	rxn08175
BALAtex	rxn08175
BALAtmr	rxn08175
EX_ala_B_e	rxn08175
r0899	rxn08175
ALACt2r	rxn10438
ALAD_L	rxn00278
ALAGLUE	rxn08100
ALANA1t_h	rxn05215
ALANA1tm	rxn05215
ALANA1tx	rxn05215
ALAt4	rxn05215
ALAt4pp	rxn05215
ALAR	rxn00283
ALAS	rxn00599
ALASm	rxn00599
ALATA_D	rxn00849
ALATA_D2	rxn00848
ALATA_L	rxn00191
ALATA_Lm	rxn00191
ALATA_L2	rxn08103
ALA_DTDe	rxn08302
DALAtex	rxn08302
DALAxt	rxn08302
EX_ala__D_e	rxn08302
ALAabc	rxn08097
ALAabcpp	rxn08097
ALAPAT4te	rxn08104
ALAtex	rxn08104
ALAtmi	rxn08104
ALAtpp	rxn08104
EX_ala__L_e	rxn08104
HMR_4790	rxn08104
SK_ala__L_c	rxn08104
ALCD1	rxn00430
ALCD19	rxn00763
ALCD19c	rxn00763
ALCD19_L	rxn09954
ALCD19y	rxn00765
r0246	rxn00765
ALCD20y	rxn01130
ALCD21_D	rxn02209
LCARR	rxn02209
LCARS	rxn15317
ALCD22xi	rxn13222
ALCD22xim	rxn13222
ALCD22yi	rxn13223
ALCD23xi	rxn13224
ALCD23xim	rxn13224
ALCD23yi	rxn13225
ALCD25xi	rxn01902
ALCD25xim	rxn01902
ALCD25yi	rxn13226
ALCD26xi	rxn01938
ALCD26xim	rxn01938
ALCD2ir	rxn00543
ALCD2irm	rxn00543
ALCD2x	rxn00543
ALCD2y	rxn00536
ALCDH_nadp_hi	rxn00536
ALCD3ir	rxn01710
ALCD4	rxn02527
BTS	rxn02527
ALCD4y	rxn02528
BTS_nadph	rxn02528
ALCDH_pqq_x	rxn34195
ALCDkt	rxn03517
ALCDpp	rxn03517
ALDD1	rxn00429
ALDD10	rxn09956
ALDD11	rxn09957
ALDD12	rxn09958
ALDD13	rxn09959
ALDD14	rxn09960
ALDD16	rxn01247
ALDD18	rxn09964
ALDD20x	rxn01937
ALDD20xm	rxn01937
ALDD20y	rxn09882
ALDD20ym	rxn09882
ALDD2x	rxn00506
ALDD2xm	rxn00506
ALDD2y	rxn00507
ALDD2ym	rxn00507
ALDD3	rxn09967
ALDD31	rxn05735
ALDD31_1	rxn05735
ALDD3y	rxn08110
ALDD4	rxn08111
ALDD6	rxn09973
ALDD7	rxn09974
ALDD8	rxn09975
ALDD9	rxn09977
ALDH	rxn35536
ALDH_1	rxn35536
ALKP	rxn00743
ALKP_1	rxn00743
r0242	rxn00743
ALLTAHr	rxn01746
ATAH	rxn01746
ATAH_1	rxn01746
ALLTAMH	rxn08114
ALLTN	rxn01748
ATNAH	rxn01748
ALLTNt2r	rxn05682
ALLTNt2rpp	rxn05682
ALLTNtm	rxn05682
ALLTNtex	rxn08117
ALLTNti	rxn08117
EX_alltn_e	rxn08117
ALLTTti	rxn09697
ALLTTtm	rxn09697
EX_alltt_e	rxn09697
ALOX12	rxn01167
HMR_1030	rxn01167
HMR_1033	rxn01167
ALPHNH	rxn00002
ALPHm	rxn00002
ALR	rxn00150
ALR2	rxn01832
ALR4x	rxn08122
AMALT1	rxn08126
AMALT2	rxn08127
AMALT3	rxn08128
AMANAPEr	rxn01506
AMETAMte	rxn32317
AMETAMth	rxn32317
AMETAMtm	rxn32317
EX_ametam_e	rxn32317
AMETr	rxn09784
AMETt	rxn09784
AMETt_h	rxn09784
AMETtg	rxn09784
AMETtm	rxn09784
AMETtn	rxn09784
EX_amet_e	rxn09784
AMETt2	rxn09696
AMETt2h	rxn33692
AMETt2m	rxn33692
AMID	rxn02275
AMID3	rxn02222
AMID4	rxn00231
AMID_1	rxn00231
AMID5	rxn03839
AMITKP	rxn04041
AMITKPn	rxn04041
MI1456PK	rxn04041
MI1456PKn	rxn04041
AMITP	rxn04040
MI145P6Kn	rxn04040
AMMQLT8	rxn08130
AMMQT8	rxn10851
AMMQT8_2	rxn10094
AMPDA	rxn00130
AMPN	rxn00131
AMPTASECG	rxn00650
AMPTASECGe	rxn00650
AMPt	rxn08134
AMPt_m	rxn08134
AMPtex	rxn08134
AMPth	rxn08134
AMPtn	rxn08134
AMPtp	rxn08134
AMPtr	rxn08134
EX_amp_e	rxn08134
HMR_7711	rxn08134
HMR_9665	rxn08134
AMPt6	rxn05497
ANHGMtex	rxn08135
EX_anhgm_e	rxn08135
ANNAT	rxn00105
ANNATn	rxn00105
NMNAT	rxn00105
NMNATm	rxn00105
NMNATn	rxn00105
ANPRT	rxn00791
ANTPPT	rxn00791
ANS	rxn00727
ATNS	rxn00727
ANTHt_h	rxn12383
ANTHte	rxn12383
DM_anth_c	rxn12383
EX_anth_e	rxn12383
AO	rxn01550
HISTASE	rxn01550
AOBUTDs	rxn02666
AOBUTDsm	rxn02666
AOBUTDxs	rxn02666
AOOAh	rxn02320
HSTPT	rxn02320
HSTPTr	rxn02320
AOXHEXCYCL	rxn02916
PPD2CSPp	rxn02916
AOXSr	rxn02297
AP4AH	rxn00095
BTPS	rxn00095
AP4AH1	rxn00133
AP4AS	rxn26140
AP5AH	rxn08137
APAPTm	rxn01406
SPMS	rxn01406
3A2OA	rxn00657
APAT2rm	rxn00657
APATT	rxn01184
APATi	rxn03030
THPAT	rxn03030
APATr	rxn00656
APCPT	rxn03047
APCPT_1	rxn03047
r0679	rxn03047
r0680	rxn03047
APCS	rxn12049
ACLSb	rxn02185
APLh	rxn02185
APLm	rxn02185
APNPT	rxn02128
r0579	rxn02128
APNn	rxn00140
PDE1	rxn00140
PDE1g	rxn00140
APOFETNs	rxn35375
APPAT	rxn02175
PTPATe	rxn02175
PTPATi	rxn02175
PTPATim	rxn02175
APPTh	rxn00985
APPTm	rxn00985
PPAKr	rxn00985
APRAUR	rxn02474
AUNOR	rxn02474
APRTO2	rxn02826
APSt_h	rxn34541
APStn	rxn34541
APTNAT	rxn01631
ARAB1D1	rxn01149
ARAB1D2	rxn01150
ARABF	rxn10719
ARAB_Dt	rxn05499
DARBtex	rxn05499
EX_arab__D_e	rxn05499
ARACHDCOAtx	rxn32964
ARACHDt2	rxn33309
ARACHDtr	rxn33309
EX_arachd_e	rxn33309
HMR_0984	rxn33309
r0931	rxn33309
r0932	rxn33309
ARACHt	rxn39012
EX_arach_e	rxn39012
ARAT	rxn05108
UNK3	rxn05108
ARBTNR3	rxn08147
ARBTNabcpp	rxn08143
ARBTNexs	rxn08144
ARBTNtpp	rxn08150
ARB_Dabc	rxn10822
DARBabcpp	rxn10822
ARBabc	rxn40908
ARBabcpp	rxn40908
ARBt2r	rxn46328
ARBt2rpp	rxn46328
ARBt3ipp	rxn47949
ARGAGMt7pp	rxn08152
ARGDC	rxn00405
ARGDCm	rxn00405
ARGDCpp	rxn00405
ARGDI	rxn00395
ARGDr	rxn00395
ARGDh	rxn00194
GLUDC	rxn00194
GLUDC_m	rxn00194
ARGKr	rxn00396
ARGN	rxn00394
ARGN_1	rxn00394
ARGNg	rxn00394
ARGNm	rxn00394
ARGORNt3	rxn08153
ARGORNt7	rxn08153
ARGORNt7pp	rxn08153
ORNtm	rxn08153
ARGPt6	rxn05502
ARG_Ltm	rxn08155
ARGt5r	rxn08155
ARGtex	rxn08155
ARGtg	rxn08155
EX_arg__L_e	rxn08155
SK_arg__L_c	rxn08155
ARGabc	rxn05154
ARGabcpp	rxn05154
ARGt2m	rxn05303
ARGt2pp	rxn05303
ARGt2r	rxn05303
ARGt3pp	rxn08154
ARGt6	rxn08154
ARGtm	rxn08154
ARI	rxn10693
AROH	rxn00490
ARUH	rxn11731
ASAD	rxn01643
ASADH	rxn01643
ASAD_1	rxn01643
ASAPT	rxn02061
SPRMS	rxn02061
ASD	rxn10440
ASNN	rxn00342
ASNNe	rxn00342
ASNNg	rxn00342
ASNNm	rxn00342
ASNNpp	rxn00342
ASPSE	rxn00342
ASNNA1t_h	rxn34491
ASNNA1t_m	rxn34491
ASNNA1tm	rxn34491
ASNt4	rxn34491
ASNS2	rxn00340
ASNabc	rxn08160
ASNabcpp	rxn08160
ASNt6	rxn13229
ASNtex	rxn05220
ASNtg	rxn05220
ASNtm	rxn05220
EX_asn__L_e	rxn05220
SK_asn__L_c	rxn05220
r2532	rxn05220
ASO4rt2rpp	rxn13759
ASO4t	rxn05506
ASO4tex	rxn05506
EX_aso4_e	rxn05506
ASP1DC	rxn00346
ASP4DC	rxn00279
ASPATh	rxn00260
ASPTA	rxn00260
ASPTAm	rxn00260
ASPTAp	rxn00260
ASPCT	rxn01018
ASPCT_1	rxn01018
ASPCT_2	rxn01018
ASPCTm	rxn01018
ASPCTn	rxn01018
ASPDTDe	rxn12404
ASPDxt	rxn12404
EX_asp__D_e	rxn12404
ASPGLU2m	rxn09865
ASPGLUtp	rxn09865
ASPK	rxn00337
ASPK_1	rxn00337
ASPNA1th	rxn34357
ASPNA1tm	rxn34357
r1143	rxn34357
ASPO1	rxn00262
ASPOm	rxn00262
ASPO2	rxn05119
ASPOR_m	rxn05119
ASPO2y	rxn05117
ASPO3	rxn08166
ASPO3_1	rxn08166
ASPO4	rxn08167
ASPO4_1	rxn08167
ASPO5	rxn08168
ASPO5_1	rxn08168
ASPO6	rxn00338
ASPO6_1	rxn00338
ASPR	rxn00348
ASPSAt_m	rxn32742
ASPSAth	rxn32742
ASPT	rxn00347
ASPTA6	rxn00282
ASPabc	rxn05152
ASPabcpp	rxn05152
ASPt2_2	rxn08169
ASPt2_2pp	rxn08169
ASPt2_3	rxn10155
ASPt2_3pp	rxn10155
ASPt2m	rxn05217
ASPt2n	rxn05217
ASPt2pp	rxn05217
ASPt2r	rxn05217
ASPt7	rxn05217
ASPth	rxn05217
ASPtx	rxn05217
ASPt3m	rxn08170
ASPt5n	rxn08170
ASPte	rxn08170
ASPtex	rxn08170
ASPtpp	rxn08170
EX_asp__L_e	rxn08170
SK_asp__L_c	rxn08170
ASQDCADS1829Z12Z160	rxn34865
ASQDCADS1839Z12Z15Z160	rxn34866
ASQDPADS1829Z12Z160	rxn34867
ASQDPADS1839Z12Z15Z160	rxn34868
AST	rxn00601
ATDAMh	rxn01127
ATDAMm	rxn01127
DADK	rxn01127
ATDGDm	rxn01353
NDPK5	rxn01353
NDPK5m	rxn01353
NDPK5n	rxn01353
ATGDm	rxn00237
NDPK1	rxn00237
NDPK1m	rxn00237
NDPK1n	rxn00237
ATGH	rxn10441
ATHRDHr	rxn08172
ATIH	rxn10442
ATP1ter	rxn29240
ATPt	rxn29240
ATPt_h	rxn29240
ATPtg	rxn29240
ATPtm	rxn29240
r0859	rxn29240
r0860	rxn29240
ATP2tp_H	rxn09864
ATPATF3	rxn09564
ATPH1	rxn00061
ATPH1e	rxn00061
ATPH2e	rxn00092
NDP1	rxn00092
ATPHs	rxn00064
ATPS1	rxn10443
ATPS3g	rxn09528
ATPS3m	rxn09528
ATPS3r	rxn09528
ATPS3v	rxn09528
ATPS4rpp_1	rxn31585
ATPSu	rxn31585
ATPSu_1	rxn31585
ATP_3h_th	rxn34197
ATP_3h_tm	rxn34197
ATPtm_H	rxn09780
ATPtp_H	rxn09780
ATP2t_m	rxn29318
ATPtc	rxn29318
ATPtn	rxn29318
ATPtx	rxn29318
DM_atp_c	rxn29318
EX_atp_e	rxn29318
r1116	rxn29318
ATRZCH	rxn06933
5HPUDICDC_c	rxn04456
ATS	rxn04456
OHCUS	rxn04456
ATSH	rxn10444
AUS	rxn05039
PMDPHT	rxn05039
AVITE1t	rxn31770
DM_avite1_c	rxn31770
EX_avite1_e	rxn31770
BACCL	rxn00792
BACCLm	rxn00792
BALAt2pp	rxn05495
BALAt2r	rxn05495
BCAROKT	rxn34637
BCOALIG2	rxn00964
BCTAh	rxn01575
ILETA	rxn01575
ILETA2	rxn01575
ILETAm	rxn01575
BCTA_glu_h	rxn00806
LEUTA	rxn00806
LEUTAi	rxn00806
LEUTAm	rxn00806
BCTA_val_h	rxn00903
VALTA	rxn00903
VALTAim	rxn00903
BDG2HCGHD	rxn03402
BDH	rxn00992
BDHm	rxn00992
HBNOx	rxn00992
BETALDHx	rxn01867
BETALDHxm	rxn01867
BETALDHy	rxn01868
BG_MBDG	rxn09979
BHMT	rxn02028
BILEt4	rxn05510
BLAT	rxn10445
BMNt	rxn10830
EX_bmn_e	rxn10830
BPNT	rxn00137
BPNT_1	rxn00137
BPNT_h	rxn00137
BPNT2	rxn00360
BPNT2_h	rxn00360
BRFAPS	rxn10446
BSORx	rxn08178
BSORy	rxn08179
BTDD_RR	rxn39373
BTDt6_RR	rxn05511
BTDDtex	rxn11322
BTDDtpp	rxn11322
BTDt_RR	rxn11322
EX_btd_RR_e	rxn11322
BTND1	rxn00795
BTND1_h	rxn00795
BTND1n	rxn00795
BTNDe	rxn00795
BTNDm	rxn00795
BIOTINt_c	rxn29122
BIOTINt_h	rxn29122
BTNTe	rxn29122
BTNtex	rxn29122
BTNtn	rxn29122
DM_btn_m	rxn29122
DM_btn_n	rxn29122
EX_btn_e	rxn29122
SK_btn_c	rxn29122
BTNt2i	rxn09693
BTNt2ipp	rxn09693
BTNt2m	rxn09693
BTOHt	rxn39175
BTOHtex	rxn39175
EX_btoh_e	rxn39175
BTP	rxn00136
DNTP	rxn00136
BTS2	rxn10089
BUPN	rxn00654
UPPN	rxn00654
BUTKr	rxn01236
BUTt	rxn08184
BUTtex	rxn08184
EX_but_e	rxn08184
BUTt2m	rxn05683
BUTt2r	rxn05683
BUTt2rpp	rxn05683
BVITEt	rxn32366
DM_bvite_c	rxn32366
EX_bvite_e	rxn32366
BZALCtex	rxn12384
EX_bzalc_e	rxn12384
BZALDH	rxn01293
BZDH	rxn01032
BZt	rxn12436
BZtex	rxn12436
BZtm	rxn12436
BZtr	rxn12436
EX_bz_e	rxn12436
BZt1pp	rxn12435
C160CPT1	rxn01409
C160CPT2	rxn01409
C160CPT2rbc	rxn01409
r0434	rxn01409
r0437	rxn01409
C180CPT1	rxn47088
C180CPT2	rxn47088
HMR_2819	rxn47088
C24STRer	rxn03913
ERGSTOLR_c	rxn03913
C2M26DCOAHLm	rxn04274
C2M26DCOAHLx	rxn04274
C30CPT1	rxn47686
CSNAT2m	rxn47686
CSNAT3x	rxn47686
C80CPT1	rxn02681
r0636	rxn02681
r0637	rxn02681
C8STI	rxn07328
CA2abc	rxn10447
CA2abcpp	rxn10447
CA2abc1	rxn05513
CA2abc1pp	rxn05513
CAATPS_1	rxn05513
CA2t	rxn08186
CA2t2pp	rxn08186
CA2tex	rxn08186
EX_ca2_e	rxn08186
SK_ca2_c	rxn08186
CA2t3pp	rxn05514
CAt4	rxn05514
CAt8	rxn05514
CAATPS	rxn30305
CAATPaser	rxn30305
CACOAHA	rxn12674
CACOAL	rxn34746
CADVt	rxn08187
CADVtpp	rxn08187
CAFFCOA	rxn01427
CAROtr	rxn31999
CAROtu	rxn31999
EX_caro_e	rxn31999
CAS	rxn02291
CAT	rxn00006
CATm	rxn00006
CATp	rxn00006
CATpp	rxn00006
CATr	rxn00006
CAT2p	rxn26776
CAt6	rxn08188
CAt6pp	rxn08188
CBASPte	rxn09824
CBASPtn	rxn09824
EX_cbasp_e	rxn09824
CBIAT_DELETE	rxn10090
CBIabc	rxn08191
CBIuabcpp	rxn08191
CBL	rxn15166
CBL_m	rxn15166
CYSTL	rxn15166
CYSTLp	rxn15166
CBL1HBIabc	rxn10450
CBL1abc	rxn08192
CBL1abcpp	rxn08192
CBL2abc	rxn05515
CBLAT2	rxn10451
CBLD	rxn10452
CBMD	rxn05064
CBPS	rxn00414
CBPS_1	rxn00414
CBPSn	rxn00414
HCGALm	rxn00414
CBPSam	rxn07456
CBPSam_1	rxn07456
CBPt_m	rxn09823
CBPtn	rxn09823
CBR1	rxn03131
CBR2	rxn01881
CD2abc1	rxn05516
CD2abcpp	rxn05516
CD2abc2	rxn10453
CD2t3pp	rxn08196
CD2t4	rxn05517
CD2t4pp	rxn05517
CD2tex	rxn08197
CD2tpp	rxn08197
EX_cd2_e	rxn08197
CDAPPA120	rxn08199
CDAPPA160190	rxn10713
CDAPPA_HP	rxn10964
CDGGGS	rxn10456
CDGGGS2	rxn10457
CDGGGSAT	rxn10458
CDGGGSAT2	rxn10459
CDGGIPT	rxn10460
CDGGIPT2	rxn10461
CDIPT18111Z160	rxn35155
CDIPT1819Z160	rxn35156
CDPDAGS18111Z160	rxn35157
CDPDAGS18111Z160h	rxn35157
CDPDAGS1819Z160	rxn35159
CDPDAGS1819Z160h	rxn35159
CDPDAGS_OLE_PALM	rxn35159
CDPDAGS_OLE_PALM_h	rxn35159
CDPPH	rxn00366
r0139	rxn00366
CDPPT160190	rxn10672
CDPtn	rxn09822
EX_cdp_e	rxn09822
HMR_9019	rxn09822
CELBpts	rxn05518
CGLYabcpp	rxn05539
DIPEPabc15	rxn05539
CGLYtex	rxn08211
EX_cgly_e	rxn08211
CH2ACH	rxn10468
CH4St	rxn10470
EX_ch4s_e	rxn10470
CHACH	rxn10472
CHAT	rxn00753
CHATn	rxn00753
CHCOAL	rxn02296
CHLP	rxn04684
CHLPCTD	rxn01380
CHLSTD78I	rxn02407
EBP2r	rxn02407
CHLSTI	rxn09619
CHLSTR	rxn03973
r0783	rxn03973
CHLabc	rxn05159
CHLabcpp	rxn05159
CHLt2	rxn08213
CHLt2pp	rxn08213
CHLtex	rxn08214
CHLtm	rxn08214
CHOLtg	rxn08214
CHOLtn	rxn08214
CHOLtr	rxn08214
CHOLtu	rxn08214
EX_chol_e	rxn08214
SK_chol_c	rxn08214
CHOLD	rxn10770
CHOLESTTDe	rxn39202
CHSTEROLt1	rxn39202
CHSTEROLt2	rxn39202
CHSTEROLt3	rxn39202
CHSTEROLtrc	rxn39202
EX_chsterol_e	rxn39202
HMR_1916	rxn39202
r1051	rxn39202
r1052	rxn39202
CHOLK	rxn00751
CHOLK_m	rxn00751
CHOLPtg	rxn32846
CHOLPtl	rxn32846
CHOLPtn	rxn32846
CHOLPtr	rxn32846
EX_cholp_e	rxn32846
PCHOLt_m	rxn32846
SK_cholp_c	rxn32846
CHOLSH	rxn00756
CHOLS_ex	rxn12791
EX_chols_e	rxn12791
CHOLSabc	rxn05184
CHOLSabc_1	rxn05184
CHOLt4	rxn19034
CHOLt4ipp	rxn19034
CHORS	rxn01255
CHORS_1	rxn01255
CHRS	rxn01255
CHORt2	rxn05519
CHORt2rpp	rxn05519
CHRPL	rxn00966
CHSTEROLSULT	rxn14026
CITALALDOR	rxn11876
CITL	rxn00265
r1109	rxn00265
CITRtm	rxn29082
EX_citr__L_e	rxn29082
SK_citr__L_c	rxn29082
r0817	rxn29082
CITRt2r	rxn05674
CIT_Mgt	rxn10855
CITabc	rxn10842
CITt10	rxn05214
CITt11	rxn05520
CITt12	rxn05521
CITt13	rxn05522
CITt14	rxn05213
CITt15	rxn05523
CITt2r	rxn05211
CITt_kt	rxn05211
CITt4_1	rxn30467
CITt4pp_1	rxn30467
CITt7	rxn08216
CITt7pp	rxn08216
r0915	rxn08216
CITtam	rxn09779
CITtap	rxn09779
CITtbm	rxn09778
CITtcm	rxn09777
CITtcp	rxn09777
CITtex	rxn08217
CITtupp	rxn08217
CITx	rxn08217
EX_cit_e	rxn08217
HMR_4957	rxn08217
CK	rxn01371
CK_cho	rxn01371
CKc	rxn01371
CKc_cho	rxn01371
CELLB_Et	rxn30253
CLBtex	rxn30253
CLBtpp	rxn30253
EX_cellb_e	rxn30253
CLPNS160190	rxn10678
CLPNS_HP	rxn11015
CLt3_2pp	rxn08233
CLt3r_2	rxn08233
CLtex	rxn08234
CLtipp	rxn08234
Clt	rxn08234
EX_cl_e	rxn08234
CMCBTFL	rxn10797
CMCBTFU	rxn10808
CMCBTFexs	rxn10808
CMPA	rxn00853
CMPA_1	rxn00853
CMPDAi	rxn10054
CMPN	rxn00362
CMPt6	rxn05525
CMPtex	rxn08236
CMPth	rxn08236
CMPtm	rxn08236
CMPtn	rxn08236
EX_cmp_e	rxn08236
HMR_7720	rxn08236
r0886	rxn08236
CMt2ppi	rxn30461
CMtex	rxn30461
EX_cm_e	rxn30461
CO2t	rxn05467
CO2ter	rxn05467
CO2tex	rxn05467
CO2tg	rxn05467
CO2th	rxn05467
CO2tm	rxn05467
CO2tn	rxn05467
CO2tp	rxn05467
CO2tpp	rxn05467
CO2tv	rxn05467
EX_co2_e	rxn05467
COALCDH	rxn12675
COALDDH	rxn03970
COA_h_tx	rxn34203
COAt	rxn10832
COAtg	rxn10832
COAth	rxn10832
COAtim	rxn10832
COAtl	rxn10832
COAtn	rxn10832
COAtp	rxn10832
COAtr	rxn10832
COAts	rxn10832
EX_coa_e	rxn10832
SK_coa_c	rxn10832
COBALT2abcpp	rxn08239
COBALT2t3pp	rxn08240
COBALT2tex	rxn08241
COBALT2tpp	rxn08241
COBALTt5	rxn08241
EX_cobalt2_e	rxn08241
COBS	rxn10475
COCOAHA	rxn12676
CODHr	rxn10478
COKECBESr	rxn04559
HMR_8643	rxn04559
COLIPAabcpp	rxn08243
COLIPAtex	rxn08244
EX_colipa_e	rxn08244
COMS	rxn10479
CONFRLtex	rxn12793
CONFRLtpp	rxn12793
EX_confrl_e	rxn12793
COabc	rxn05166
Cobalt2abcppI	rxn05166
CPCTDTX	rxn01885
CPGNUtpp	rxn08252
CPPPGO	rxn02303
CPPPGO2	rxn04704
CPPPGO_1	rxn12220
CPS	rxn00113
CPS_m	rxn00113
CREStex	rxn29230
DM_4crsol_c	rxn29230
EX_4crsol_e	rxn29230
EX_pcresol_e	rxn29230
PCRESOLup	rxn29230
CRNCARtm	rxn09774
CRNCARtp	rxn09774
r0995	rxn09774
CRNDCAL2	rxn08260
CRNDabcpp	rxn08259
CRNDt2rpp	rxn08261
CRNabc	rxn05180
CRNabcpp	rxn05180
CRNt	rxn08265
CRNtex	rxn08265
CRNtim	rxn08265
CRNtp	rxn08265
EX_crn_e	rxn08265
r0002	rxn08265
CRNt2rpp	rxn08262
CRNt8pp	rxn08264
CRTNh	rxn01374
CRTNsyn	rxn05129
CRTNsyn_cho	rxn05129
CS	rxn00256
CSm	rxn00256
CSp	rxn00256
CSND	rxn00717
CSNt	rxn08267
CSNtex	rxn08267
EX_csn_e	rxn08267
CSNt2	rxn05527
CSNt2pp	rxn05527
CTINBL	rxn01735
CYSLYSL	rxn01735
CTPS1	rxn00410
CTPS1n	rxn00410
CTPS2	rxn00412
CTPS2n	rxn00412
CTPt_m	rxn29325
CTPth	rxn29325
CTPtn	rxn29325
EX_ctp_e	rxn29325
CTPtm	rxn13245
CU1Opp	rxn26035
CU1abcpp	rxn40890
CU2abcpp	rxn05528
CU2abcu_syn	rxn05528
Cut1	rxn05528
CU2t2ex	rxn05212
CU2tex	rxn05212
CU2tpp	rxn05212
EX_cu2_e	rxn05212
CUabcpp	rxn10481
Cuabc	rxn10481
CUt2pp	rxn29147
CUtex	rxn29147
EX_cu_e	rxn29147
CYANt	rxn08276
CYANtex	rxn08276
CYANtm	rxn08276
EX_cyan_e	rxn08276
CYNTt2	rxn08278
CYNTt2pp	rxn08278
CYNTt_c	rxn08279
CYNTt_m	rxn08279
CYNTtex	rxn08279
EX_cynt_e	rxn08279
CYS	rxn05909
SHL_c	rxn05909
r0210	rxn05909
CYSAMO	rxn01785
CYSAMO_cho	rxn01785
CYSAMOe	rxn01785
CYSDDS	rxn01365
CYSDO	rxn00645
CYSO	rxn00645
CYSDS	rxn00566
CYSTBL	rxn00566
TRPAS1	rxn00566
r0193	rxn00566
CYSDabcpp	rxn08282
CYSDtex	rxn08283
EX_cys__D_e	rxn08283
CYSGLTH	rxn00826
CYSGLYt2ir	rxn05529
CYSIabcpp	rxn10415
CYSItex	rxn42783
CYSItpp	rxn42783
DM_Lcystin_c	rxn42783
EX_cysi__L_e	rxn42783
CYSS	rxn00649
CYSS_1	rxn00649
CYSS_2	rxn00649
CYSS_m	rxn00649
CYSSADS	rxn00624
CYSTGL	rxn30633
CYSTGLUex	rxn27361
CYSTS	rxn15167
CYSTS_1	rxn19343
CYSTabc	rxn30257
CYST_Ltr	rxn30258
CYSTtp	rxn30258
EX_cyst__L_e	rxn30258
CYSabc2pp	rxn08280
CYStec	rxn08284
CYStex	rxn08284
CYSth	rxn08284
CYStpp	rxn08284
EX_cys__L_e	rxn08284
SK_cys__L_c	rxn08284
r1437	rxn08284
CYTBD	rxn08288
CYTBDpp	rxn08288
CYTBD2	rxn08287
CYTBD2pp	rxn08287
CYTBO3	rxn10113
CYTBO3_4pp	rxn30002
CYTD	rxn01368
CYTDn	rxn01368
CYTDH	rxn01541
CYTDK1	rxn00365
CYTDK1_1	rxn00365
CYTDK2m	rxn00365
CYTDK2	rxn00369
CYTDK2_1	rxn00369
CYTDt	rxn08290
CYTDtex	rxn08290
CYTDtl	rxn08290
CYTDtm	rxn08290
CYTDtn	rxn08290
EX_cytd_e	rxn08290
CYTDt2	rxn05198
CYTDt2pp	rxn05198
CYTDt4	rxn10857
CYTK1	rxn00364
CYTK1m	rxn00364
CYTK1n	rxn00364
CYTK2	rxn01219
CYTK2m	rxn01219
CYTK2n	rxn01219
CYTOM	rxn09888
5DH4DGLCD	rxn01634
D4DGCD	rxn01634
DABAAT	rxn04786
DABAAT2	rxn04786
DADA	rxn01858
DADAe	rxn01858
DADNK	rxn01508
DADNK_1	rxn01508
DADNKn	rxn01508
DADNt2	rxn05317
DADNt2pp	rxn05317
DADNt4	rxn08293
DADNtex	rxn08293
EX_dad_2_e	rxn08293
DADPtn	rxn09820
DAGAH1601819Z	rxn34870
DAGAH1801819Z	rxn34871
DAGAH18111Z1819Z	rxn34873
DAGAH1819Z1819Z	rxn34875
DAGK120	rxn08294
DAGK141	rxn08296
DAGK160	rxn36694
DAGK160h	rxn36694
DAGK16018111Z	rxn34876
